text,label
আলহামদুলিল্লাহ। ভালো প্রডাক্ট। বাজারের চাইতে কম দাম। ধন্যবাদ দারাজ এবং সেলারকে।,2
"খুব তাড়াতাড়ি পেলাম, মেয়াদ অনেকদিন আছে। ধন্যবাদ সবাইকে",2
"এই সোপ গুলো অনেক ভালো ,স্মেল অনেক ভালো ।এই নিয়ে ৪থ বার কিনলাম সোপ গুলো ।সবাই কিনতে পারেন ।সেলার অনেক ভালো",2
 কিনতে পারেন ।সেলার অনেক ভালো,2
দাম অনুযায়ী অত্যন্ত ভালো একটি সাবান খুবই ভালো লাগলো অরিজিনাল সাবান পেয়ে,2
কোয়ালিটি সবসময়ের মতোই ভালো। এরআগেও অনেকবার নেওয়া হয়েছে তবে রিভিউ দেওয়া হয়নি। লেমন ফ্লেভারের সোপটাতে একটা রিফ্রেশিং ভাব আছে। ধন্যবাদ দারাজ এবং সেলারকে ভালো প্রোডাক্ট পৌছে দেওয়ার জন্য।,2
"সোপ গুলো ভালো ,দোকানের দামের থেকে অনেক কমে পেয়েছি । সুগন্ধি ও ভালো ।সবাইকে রিকমান্ড করবো",2
অসাধারণ লাগল প্রোডাক্ট টা সত্যিই অনেক ভাল মানের ভাল ফল পাইছি আলহামদুলিল্লাহ,2
প্রোডাক্টটি অনেক তাড়াতাড়ি পেয়েছি। প্যাকেজিং অনেক ভালো ছিল।স্ক্যান করে বুঝতে পারলাম এটা অরজিনাল।যাইহোক ব্যবহার করে বুঝতে পারবো। আপনারা চাইলে নিতে পারেন।,2
"আলহামদুলিল্লাহ, ছবিতে যেটা ছিলো সেটাই পেয়েছি। প্রোডাক্ট মনে হলো অরজিনাল। ব্যবহার করে দেখিনি, বযবহার করলে বোঝাযাবে কাজ করে কিনা। ধন্যবাদ দারাজ এবং সেলারকে।",2
খুবই ভালো লাগলো কারণ পণ্যটি অরিজিনাল চিলো। বারকোড স্ক্যান করলাম ঠিক পেলাম। কোনো প্রকার সমস্যার কিছু দেখলাম না। বাকিটা ব্যবহারের বলতে পারবো। ভালোই থাকবে আশা রাখতে পারি।,2
আলহামদুলিল্লাহ প্রোডাক্টে হাতে পেলাম। এর প্যাকেটের মান অনেক ভাল ছিল। এখনো ব্যবহার করিনি। তবে মনে হচ্ছে ভালো হবে প্রোডাক্টটি,2
অরিজিনাল প্রোডাক্ট। তবে আমার মনে হয় সকলের জন্য ব্যবহার উপযোগী নয়। কারন আমার দাঁতে কখনই শিরশিরে অনুভূতি ছিল না। তবে এটা ব্যবহারের পর শিরশির অনুভব হচ্ছে। যাই হোক সময়মত ডেলিভরি পেয়েছি।,2
খুবই ভালো লাগলো কারণ পণ্যটি অরিজিনাল চিলো। বারকোড স্ক্যান করলাম ঠিক পেলাম। কোনো প্রকার সমস্যার কিছু দেখলাম না। বাকিটা ব্যবহারের বলতে পারবো। ভালোই থাকবে আশা রাখতে পারি।,2
জিনিস টা বালো কিন্তু ঠোটে বা চামরায় লাগলে খতি হতে পারে তাই খুব সাবদানে বেবহার করতে হয়,2
দুই দিনের মাঝে হাতে পেয়েছি এখন ব্যবহার করে দেখার পালা। ব্যবহার এর পর আবার রিভিউ আপডেট করবো,2
দারাজ মানেই বিনোদন ২ নাম্বারের সমাহার। একটানা তিনটা নিলাম তারপরেও এক নম্বর প্রোডাক্ট দেয়নি।,0
"প্যাকেজিং ভালো ছিলো, ইন্টেক প্রোডাক্ট পাইছি। ধন্যবাদ দারাজ & সেলার কে।",2
একদম ভুয়া কোন কাজ করে না।রিটার্ন করে নিয়ে টাকা ফেরত দেন।,0
প্রোডাক্টটি অনেক ভালো এবং অরিজিনাল। কিউ আর কোড দিয়ে চেক করেছি।,2
"দেখতে মনে হলো অরজিনাল,আশা করি অনেক ভালো হবে, কিন্তু পণ্যের ব্যবহারে বুঝা যাবে পণ্যের মান?",1
খুব ভাল আপনারা চাইলে নিতে পারেন কাজও করে ভাল যে রকম দেখছি টিক সে রকমি,2
"ধন্যবাদ দারাজ যেটা চেয়েছি সেটাই পেয়েছি, এখন দেখার বেপার যে কাজটা ঠিকঠাক হয় কি",1
এখনো ব্যবহার করিনি তবে অরিজিনাল পণ্য পাইছি।,2
আলহামদুলিল্লাহ ভালভাবে রিসিভ করলাম এখনও ইউজ করিনি। ধন্যবাদ,2
ধ্যনবাদ সেলার কে,2
প্যাকেজিং খুব সুন্দর ছিল। প্রোডাক্টটি সুন্দরভাবে পেয়েছি কোন ধরনের সমস্যা হয়নি। ছবির সাথে হুবহু মিল আছে। সবকিছু ঠিকঠাক আছে। ধন্যবাদ দারাজ কে সুন্দর একটি প্রোডাক্ট দেওয়ার জন্য।,2
"ধন্যবাদ সেলারকে, সময়মতো হাতে পৌঁছে দেয়ার জন্য",2
সে অমাারে থ্রেট দেয়। মাল দিছে নকল অাবার বেশি কথা কয়। মেসেজ দিলেও রিপ্লাই দেয় না। এদের কি জন্য রাখে দারাজ,0
হাতে পেয়েই ভালো লাগলো মনে হয়েছে ওরজিনিয়াল ।দেখি ব্যবহার করে কি অবস্থা।,2
"এই সেলার থেকে কেউ প্রডাক্ট কিনবেন না, এরা একই কোড দিয়ে কয়েকটা ফেইক প্রডাক্ট সেল করে",0
"ডেলিভারি সময়মতো পেয়েছি। কিন্তু এই পণ্যটি দাতের গুড়ি এবং ভেতর সাইট থেকে পানের গভীর দাগ কিভাবে তুলবে, বুঝতে পারছিনা। ট্রাই করেছি, সফল হইনি।",2
"পেপসোডেন্টের টুথপেস্ট নিয়ে নতুন করে আর কি বলবো, সেই ছোট বেলা থেকেই ব্যবহার করি । ধন্যবাদ দারাজকে দোকান থেকে কম দামে নেওয়ার সুযোগ করে দেবার জন্য ।",2
"প্রোডাক্ট কোয়ালিটি ভালো, ডেলিভারিও অনেক ফাস্ট। তবে প্যাকেজিংটা একবারে নরমাল ছিল। একটা পেস্টের প্যাকেট চেপ্টা হয়ে গেছে। একটু শক্ত বক্সে দিলে ভালো থাকতো।",2
আলহামদুলিল্লাহ প্রোডাক্টগুলো কম সময়ে এবং ভালোভাবে হাতে পেয়েছি। দোকানের চেয়ে কিছু কম দামে পেয়েছি মেয়াদও আছে ১ বছর। ধন্যবাদ দারাজ।,2
আলহামদুলিল্লাহ প্রোডাক্টগুলো কম সময়ে এবং ভালোভাবে হাতে পেয়েছি। দোকানের চেয়ে কিছু কম দামে পেয়েছি মেয়াদও আছে ১ বছর। ধন্যবাদ দারাজ।,2
সব অফারেই নেওয়া হয় এটা। পছন্দের টুথপেষ্ট এর মধ্যে পেপসোডেন্ট সেরা। আর দারাজকে ধন্যবাদ অল্প দামে নেওয়ার সুযোগ দেওয়ার জন্য।,2
ধন্যবাদ দারাজকে দ্রুত সময়ের মধ্যে পণ্য দেওয়ার জন্য,2
আলহামদুলিল্লাহ আজ পেয়েছি। প্যাকেজিং এর অবস্থা একদম বাজে ভালো ছিলো না। তবে সবকিছু ঠিকটাক পেয়েছি ধন্যবাদ সেলার ও দারাজকে।,2
"আলহমদুলিল্লাহ, অনেক ভালো একটা প্রডাক্ট , যেমন আশা করেছিলাম তেমনি পেয়েছি।",2
পেপসোডেন্ট টুটপেস্ট। ধন্যবাদ দারাজকে। ভাউচার সহ দামেও কম পড়ছে আবার মেয়াদ ও অনেক দিন,2
"ব্র্যান্ডের পণ্য, ভালোই হওয়ার কথা। প্যাকেজিং ভালো ছিল। নির্ধারিত সময়ের মাঝেই বেস্ট দ্রুততার সাথে পেয়েছি।",2
আলহামদুলিল্লাহ আজ পেয়েছি। প্যাকেজিং ভালো ছিলো। ধন্যবাদ সেলার ও দারাজকে।,2
"খুব দ্রুত ডেলিভারি পেয়েছি। প্যাকেজিং ভালো। তবে, একটা টুথপেষ্টের প্যাকেটের মুখ খোলা ছিলো।",2
অনেক ভালো টুথপেষ্ট । বাজার চেয়েও দারাজ থেকে অনেক সাশ্রয়ী দামে কিনেছি। একেবারে নতুন প্রোডাক্ট।ডেলিভারিও ফাস্ট ছিল।,2
আলহামদুলিল্লাহ আজ পেয়েছি। প্যাকেজিং ভালো ছিলো। ধন্যবাদ সেলার ও দারাজকে।,2
"ডেলিভারিতে একটু দেরি মানে সময় সীমা অতিক্রম করেছে এবং একটা পেস্টের প্যাক সামান্য ছেঁড়া ছিল। তাছাড়া কোন সমস্যা নেই, ওভারঅল ভালো।",2
দারাজ এবং সেলার কে ধন্যবাদ একটি ভালো প্রোডাক্ট দেওয়ার জন্য।,2
ভালো প্রোডাক্ট এবং মেয়াদ ভালো আছে এবং সময়মত প্রোডাক্টটি পাওয়ার জন্য দারাজ এবং সেলার কে ধন্যবাদ।,2
"খুবই ভালো, পেপসোডেন্ট সবসময় ব্যবহার করি । আর দারাজ থেকে একটু ছাড়ে নিতে পেরে খুব সুবিধা হয় । মেয়াদও আছে ঠিকঠাক ।",2
দীর্ঘ মেয়াদ আছে। এবং অক্ষত অবস্থায় পেলাম।,2
মেয়াদ ও পণ্য ঠিক আছে। ধন্যবাদ,2
ভাউচার+ক্যাশব্যাক+ফ্রী শিপিং। গুড ডিল বাই দ্য ওয়ে ,2
প্যাকেজিং আরো ভালো করা উচিত।,2
আলহামদুলিল্লাহ খুব ভালো ছিলো টুথপেষ্ট। দোকানের থেকে ১৬ টাকা করে কম পরছে দাম। এরকম অফার থাকলে ভবিষ্যতেও নিবো ইনশাআল্লাহ,2
আলহামদুলিল্লাহ সব ঠিক ভাবে আসছে।ধন্যবাদ দারাজ এবং সেলারকে।,2
সঠিক পণ্য দেওয়ার জন্য ধন্যবাদ,2
ধন্যবাদ সেলারকে অরিজিনাল পণ্য দেওয়ার জন্য। প্রোডাক্টের কোয়ালিটি নিয়ে কোন সন্দেহ নেই এবং সব গুলোর মেয়াদ 2024 সাল পর্যন্ত। নিঃসন্দেহে আপনারা নিতে পারেন।,2
আমার আম্মুর প্রিয় পেপসোডেন্ট। ঠিক মত ডেলিভারি পেয়েছি। ধন্যবাদ সেলার।,2
আলহামদুলিল্লাহ প্যাকেজিং খুবই ভালো ছিল। ধন্যবাদ সেলার ও দারাজকে।,2
"খুবই নিম্ন মানের প্রডাক্ট, স্ক্রেচ পড়া, এজন্যই অনলাইন থেকে কিনতে চাইনা। কিছু সেলার আছে ভালো প্রডাক্ট এর ছবি দিয়ে গ্রাহককে নিম্নমানের প্রডাক্ট দেয়।",0
"সেলারকে এত করে বললাম কাল কালারের টা দিতে, দিল না, কোথাকার পিংক কালার একটা দিল। হুর। অথচ প্যাকেট খুলা ছিল।",0
পুরাই লটারি। আপনি জানবেন ও না কি কালার পাবেন। ফোন রাখার পর জিনিসটা খুবি নড়াচড়া করে। স্টেডি থাকেনা।,0
এক কথায় বা*লে*র প্রোডাক্ট।,0
এমন আয়না দেওয়া তো ছিল না ছবিতে। যেকোনো সময় ভেঙে যেতে পারে। দাম হিসেবে মোটামুটি।,0
বিশ্রি খুঁজছেন একটা জিনিস। দেখায় একটা পাঠায় একটা। এটি গোলাপী বিষ্ঠার মতো দেখাচ্ছে। আমি এটা নিক্ষেপ করব। আয়না লাগায় রাখছে আবার। ছি!,0
অর্ডার দিলাম কালো আর পাঠালেন পিংক কালার! ডেলিভারি ম্যান তো জমিদার!!!,0
"ফালতু জিনিস ভাংগা দাগ পডা, আর মোবাইল রাখলে পড়ে যায়, লম্বা করলে থাকে না আবার ছোট হয়ে যায়, এই বাটপার এর কাছ থেকে কেও কিনবেন না",0
অর্ডার দিয়েছি কালো দিয়েছে সাদা।সেলারের মন খুব সাদা মনে হয়।,0
ব্যবহার করা পোডাক্ট দেওয়া হইছে। এমনটা আশা ছিল না।,0
"দাম যেমন কম, তেমনি মানও কম। কোনমতে ব্যবহার উপযুক্ত।",0
বাটপার কোথাকার? অর্ডার করলাম কি আর প্যাকেটে দিল কি? বাজে কোয়ালিটি!,0
"একদম বাজে এর দাম মনে হয় ১০০ এর কম।
",0
"দেওয়ার কথা ছিল কালো,, দিছে অন্য কালার",0
"দেখে মনে হচ্ছে পুরাতন জিনিস, এমনিতে মোটামুটি ভালো।",0
দাম অনুযায়ী প্রোডাক্ট খুব খারাপ,0
"কোয়ালিটি খুবই খারাপ দাম হিসেবে, দোকানে এই দামে এর থেকে হাজার গুন ভালো মানেরটা পাওয়া যায়",0
"খুব ফালতু একটা জিনিস এটা,,, টোটালি ব্যবহার অনুপযোগী,,,জাস্ট ঠকলাম,,,, ১৩ টা পণ্যর মধ্যএই একটাই বেশি বাজে পাইলাম",0
দাম অনুযায়ী আরেকটু ভালো হওয়ার দরকার ছিলো। এই দামে বাজারে আরো ভালো স্টান পাওয়া যায়।,0
খুবই বাজে। দুইদিন পরে দেখি স্ট্যান্ড লুস হয়ে গেছে হয়ে গেছে মোবাইল পড়ে যায়,0
আমার ফোন এর ওজোন ছিদ্র জ্যাক এটা  । ফোনটি ধরে রাখতে খুব বেশি শক্তিশালী নয়।,0
"মোটামুটি ভালো,,,, হালহা তাই আমার কাছে খুব একটা পছন্দ না, দাম কম তাই ঠিক আছে",2
স্ট্যান্ডে যে ময়লা লেগে ছিলো এটাও পরিষ্কার করে দেয় নাই।,0
প্রোডাক্টটা মোটামুটি ভালো আছে। কিন্তু সব থেকে ভালো লাগছে সেলারের ব্যবহার,2
ধন্যবাদ দারাজ কে পার্সেল টা মান সম্মত ছিল।,2
এটা দাম অনুসারে এক কথাই ভালো না।,0
একদম বাজে জিনিষ আগে বুঝিনাই,0
একদম কালার বাজে নরমাল,0
"থাকে না মোবাইল, ছিদ্র জে,পরে যায়",0
অতটা ভালো না,0
খুব একটা ভাল না,0
অনেক লুস ছিল,0
"ভাল না, ১৫৬ গ্রাম লোড নিতে পারেনা,  ",0
বাজে পণ্য,0
একদম ফালতু প্রোডাক্ট দিয়েছে।,0
এটা এত ছোট্ট এবং প্লাস্টিকের হালকা মোবাইল রাখলে এটা পুইড়া যায়। মোবাইলের ভার নিতে পারেনা ।ততটা সন্তোষজনক না।,0
এককথায় ফালতু মনে হয়েছে.. ১৬০ টাকা দামে এক বাগান ব্যাম্বো.. জিনিস টা মনেহচ্ছে আগে কিছুদিন ইউজ করা হয়েছে.. অনেক দাগ ও রং চটা আছে... এবং ডেলিভারি অনেক লেটে হইছে..৭ দিন সময় লেগেছে..,0
"খুবই বাজে। আমি জিজ্ঞেস করে কিনেছি, যে ট্যাব রাখা যাবে কিনা? সেলার কিছু না বলে শুধু সরাসরি ডেসক্রিপশন দেখতে বলে সেখানে বলা আছে ট্যাব স্ট্যান্ড। তাই কিনেছি। কিন্তু ট্যাব রাখার সাথে সাথে পড়ে যায় এবং জয়েন্টগুলো সব লুজ।",0
তেমন ভালো না তাই সবাই সতর্ক থাকুন কিছু বিসি বাজেট এ কিনুন ছেইম মালের এটা কপি বারসোন হ্যা আমি ও কিনছি চাইলে আপনেও কিনতে পারেন মাল ভালো না এখন কেনা না কেনা আপনার ওপর ডিপেন্ট করবে ধন্যবাদ,0
"বুঝলাম না পোস্ট এ দেখান একটা, পরে দেন অন্য আরেক টা। মানুষের আত্মবিশ্বাস তো এখান থেকেই উঠে যায়। কেন এটা করেন,পাবলিকদের হয়রানি করা হয়। এসব ঠিক না, আর হচ্ছে ডেলিভারি সার্ভিস ভালো ছিলো, ডেলিভারি অনেক late হইছে,",0
আমি প্রোডাক্ট গ্রহণ করিনি। আমি অফিসের ঠিকানা ব্যবহার করেছি।আজ সরকারি ছুটি। তাই আমার অফিসও বন্ধ। আমার অফিসে দারোয়ানও নেই। কিভাবে প্রোডাক্ট ডেলিভারি হলো? এটা প্রতারণা নয় তো? এই প্রোডাক্টসের দাম অগ্রীম পরিশোধ করা ছিলো।,1
"খুবই নিম্ন মানের প্রডাক্ট, স্ক্রেচ পড়া, এজন্যই অনলাইন থেকে কিনতে চাইনা। কিছু সেলার আছে ভালো প্রডাক্ট এর ছবি দিয়ে গ্রাহককে নিম্নমানের প্রডাক্ট দেয়।",0
"সেলারকে এত করে বললাম কাল কালারের টা দিতে, দিল না, কোথাকার পিংক কালার একটা দিল। হুর। অথচ প্যাকেট খুলা ছিল।",0
পুরাই লটারি। আপনি জানবেন ও না কি কালার পাবেন। ফোন রাখার পর জিনিসটা খুবি নড়াচড়া করে। স্টেডি থাকেনা।,0
কেও কিনবেন না এই সেলারের কাছ থেকে। কথা কাজে কোনো মিল নেই।ফালতুদের কাছথেকে আমি অর্ডার করেছি গোল্ডেন কালার আর আমাকে দিয়েছে কি কালার এই রকম কিছু ফালতু সেলারের জন্যই দারাজ থেকে বিশ্বাস ওঠে যায়। তাছাড়া এইটা আপনারা বাজার কিংবা মার্কেটে মাত্র ২০-৩০ টাকায় পেয়ে যাবেন। অযথা ৬৫ টাকা দিয়ে কেনার কোনো মানেই হয়না।তার ওপর আবার করে বাটপারি যেই কালার অর্ডার দিলাম সেইটা দেয়নাই ,0
কালার ঠিক না থাকা সেলারের সমস্যা যারা কালার ঠিক রাখতে চান তারা অর্ডার দিয়েন না.কালার ঠিক দিতে পারবে বলে আমার মনে হয় না। প্রোডাক্ট ভালো আছে কিন্তু কালারটা উনারা ঠিক দিতে পারেনা।,0
পডাক্ট টা হাতে পাইছি দামটা বেশি হয়েগে চাইছি সাদা দিছে নীল,0
"ঠকবাজি ব্যবসা ছাড়ুন, চাইলাম হোয়াইট কালার, পাঠালেন গু কালার, কেউ কিনবেন না, বাজারে ১৫ থেকে ২০ টাকা হবে, খুবই নিম্নমানের এটা।",0
সেলার মনে হয় পাতা প্রেমি। প্যাকেট করার সময় এক কালার কে অন্য কালার দেখে। চাইছি গোল্ডেন কালার দিছে এইগুলা। তাও আবার একটা নষ্ট।,0
প্রোডাক্ট অর্ডার দিসি গোল্ডেন কালার। পাঠায় দিছে ইয়েলো কালার (হলুদ)। এবং প্রোডাক্টটাও ভিন্ন টাইপের। প্রোডাক্ট হাতে পেয়েছে আজকে কিন্তু ডেলিভারি শো করছিল গতকালকে। প্রোডাক্টের গুণগত মান খুব বাজে।,0
জিনিস টা যতটুকু ভালো ভাবসিলাম তার থেকেও অনেক ভালো সুধু কালার টা ভালো লাগে নাই আমি অন্য কালার চাইচিলাম  ,2
আপনাকে ধন্যবাদ আপু জা চাইসিলাম তাই ্পেয়েছি ,2
"দিয়েছি গোল্ডেন কালার, আর দারাজ আমাকে দিয়েছে দিয়েছে ফালতু।। এইটা কোনো কথা, এক এক মাল অর্ডার অর্ডার করলাম, দিলো অন্য অন্য।",0
"যাক আলহামদুলিল্লাহ্‌ জিনিশ টা ভাল আছে,,আমি কালার নাম উল্লেখ করি নাই,,কিন্তু কালার টা আমাদের দেওয়ালের সাতে মিসিং হয়ছে,,,ধন্যবাদ",2
ছবির সাথ মিল নাই।খুবি বাজে পণ্য চয়ন করেছেন। (ছবিতে একটা কিন্তু দেয় আরেকটা),0
ফালতু চাইছি কি আর দিছে কি। তোমাদের মতো সেলার দের কারনে দারাজ থেকে পন্য নিতে চাই না। বাটপাড়ি করো ক্রেতাদের সাথে। এই শপ থেকে কেউ কিছু নিবেন না।,0
কালার পছন্দ হয়নি ,0
সোনার রঙ অর্ডার করা কিন্তু নীল হয়ে গেছে। প্রদত্ত ছবির সাথে মেলে না,0
"একদম বাজে কোয়ালিটি, ছবির সাথে প্রোডাক্টের কোনো মিল নেই",0
ব্যাটপার একটা সেলার। কোয়ালিটি পিক এর সাথে কোনো মিল নাই,0
ওডার কর্লাম গোল্ডেন কালার পাইলাম অন্য রঙ,0
"অর্ডার  দিলাম হোয়াইট ,দিল আরেকটা",0
কালার চেন্জ করা হয়েছে।,1
চেয়ে একটি পেয়েছি অন্যটি,0
"১০০% বাজে, দাম অনুযায়ী। ১০ টাকা দামের জিনিস ডেলিভারি ফ্রি করে বাজে অবস্থা।",0
এইটা কেমন মোজা।ভাল না,0
"খব ই বাজে পণ্য, এবং রঙ ও অন্য টা দিসে",0
পর্যালোচনা দেয়ার মত কিচু নাই ছাইলাম একটা পাইলাম আরেকটা আরেকটা,0
একবারে বাজে সেলার চয়েস করছি একটা দিয়ে দিসে আরেকটা,0
ভাই দিছি এক কালার দিছেন অন্য কালার কেন ভাই,0
তিন মাসের মাথায় মোবাইল হোল্ডার গুলো দেয়াল থেকে ছুটে পড়ে গেল।,0
প্যাকিং এর অবস্থা খুবই বাজে। এক পাশ ভাঙ্গা পাইসি।,0
প্রোডাক্ট অর্ডার দিয়েছে গোল্ড কালার দিয়েছে অন্য কালার।,0
চাইছি হোয়াইট কালার দিসে তিনটা তিন কালার,0
অন্য কালার পেয়েছি কিন্তু ভালো প্রোডাক্ট,2
কলোর ডিসি গোলাপী আর দিসে সবুজ ,0
চেইসি গোল্ডেন্টা ডিসি গোলাপী টা,0
আলহামদুলিল্লাহ অমি বালো পাইসি,2
"চাইলাম সাদা পাইলাম নীল,",1
দাম অনুযায়ী বাজে প্রডাক্ট,0
খুবই বাজে ছিলো প্রোডাক্ট,0
দারাজের সাথে প্রথমবার সবচেয়ে বাজে অভিজ্ঞতা। খুবই হাল্কা মেটারিয়ালের প্লাস্টিক ক্লিপ। যা ফোনের ওজনই ধরে রাখতে পারবে না। এরমাঝে তারা মোবাইল হোল্ডার ক্লিপের সাথে স্টেন্ড লাগানোর জন্য নাট টাইপের একটা পার্ট দেয় নাই। সো ব্যাসিক্যালি এটা পুরাই অকেজো।,0
আমি দারাজ থেকে অনেকপন্য নিয়েছী কিন্তু এবার আমি প্রতারিত হলাম।। আমাকে যে পন্য দিয়েছে তা ভাঙ্গা এটা কোন কাজেয় আসবেনা।।।এবিষয়ে দারাজ লখ্য করা দরকার।।,0
একদম বাজে অবস্থা মোবাইল রেখে সেট করা যায় না মোবাইল এর ভার সহ্য করতে পারে না,0
খুবি খুবি বাজে কোয়ালিটি প্লাস্টিক। ভাই দোকান থেকে কিনেন ভালো হবে। আমার প্রোডাক্ট টি ভাঙ্গা ছিলো। খুবি বাজে প্রোডাক্ট,0
"খুবই বাজে প্রোডাক্ট, নিচের ক্লিপ এর অংশটা ভাঙ্গা ভিতর দিয়ে বলেছে ফ্লেক্সিবল অথচ এটাতে কোন ফ্লেক্সিবল এর কোনো অংশই নেই, দারাজ থেকে এমনটা কখনোই আশা করিনি ।",0
ফালতু প্রোডাক্ট কোন কাজের না অহেতুক কিনলাম মোবাইল ভালো ভাবে স্ট্যান্ড করেনা ভ্রাইবেট করে  বডি শেইভ টাও ফাউল সবমিলিয়ে খুবই খারাপ। র‍্যাটিং ০/৫,0
একদম ভুয়া একটি প্রোডাক্ট মোবাইলের ওজন ধরে রাখতে পারেনা আর যেদিন আমি এটা হাতে পেয়েছি সেইদিন এটার 360 ডিগ্রি ঘুরানোর গোল মাথা টি ভেঙে গেছে।,0
ভালো না কোয়ালিটি খুবই বাজে ভালো করতে পারতো ফোন রাখলে নরে চরে পড়েও যায়,0
"ফালতু,,,, এইটা কেউ ভুলেও কিনবেন না,, আর টাকা যদি বেশি কুতুকুতু করে তাহলে আল্লাহর রাস্তায় দান করুন",0
অর্ডার দিয়েছি একটা দিছে আর একটা,0
"ভাল না, ১৫৬ গ্রাম লোড নিতে পারেনা, বাকা হয়ে যা, গ্রিপ ভাল না মোবাইল পরে ভাংগার সম্ভবনা আছে।",0
শুধু অকেজো। অনলাইন বিপণন সম্পর্কে লোকেরা খারাপ ধারণা থাকার আসল কারণ এই জাতীয় পণ্য,0
অ্যামি খুব কোস্টো পাইসি আই হোল্ডার তা ভাঙ্গা চিলো আর কোনো কাজ ই কোরে না ফোন ভালো ভাবে রাখা জাই নাই,0
দারাজ থেকে পন্য কেনার সবচাইতে বাজে এক্সপারিয়েন্স এই সেলার থেকে পন্য কেনা। মোবাইল ধরে রাখার কোন কিছু দেন নাই। শুধু স্টিকের সাথে ক্লিপটা দিয়েছেন।,0
"একটি শব্দ ই পর্যালোচনা, এটি অকেজো।",0
"প্রোডাক্ট অর্ডার কর্সি 2 টি, পেমেন্ট হে নীলো 2 টার, তবে আইটেম ডিলো এক্টটা, কি ভাই, ",0
"ভাল লাগেনি,  ওজন নিতে পারে না",0
একদম ফালতু প্রডাক্ট। একটা ফোনের ওজম শইতে পারে না।আমি সবাইকে বলি কেউ নিবেন না।,0
"চাইলম কি, আর দিলেন কি?",0
পিক তুলতে পারিনি। ভাঙ্গা ছিল,0
তৃতীয় শ্রেণির পণ্য। প্লাস্টিকের গুণমান খুব দুর্বল এবং আপনি সহজেই এটি পরিচালনা করতে পারবেন না।,0
ওঙ্ক আলগা ছিল স্ট্যান্ড টা ..,0
"কষ্টটা হচ্ছে এক দিনও ব্যবহার করতে পারলাম না, ফোন গ্রিপারের পিছনের নাটটাই দেন নাই",0
"ফালতু প্রোডাক্ট 
",0
একদম বাজে। সামান্য মোবাইল ই ধরে রাখতে পারে না। টাকা দিয়ে গলার কাটা কিনছি।,0
খুবই নিম্ন মানের পন্য. ফোন এর ভার নিতে পারে না পুরো টাকাটাই নষ্ট হবে।,0
"ফোন ধারক স্ট্যান্ড চাইছি, এটা কি ?? !!",0
সবচাইতে একটা বাজে স্টান। ফালতু জীবনে কিনবো না। মোবাইল রাখলে খুলে পড়ে যায়।,0
প্যাকেজিং আরও ভাল করা উচিত ছিল ৷,1
"আমি নিজের ব্যবহার করে রিভিউ টা দিলাম, অনেক ভালো, জিনিস এতো কম দামে আরো, মন থেকে ধন্যবাদ দারাজ কে  ",2
আলহামদুলিল্লাহ ভালো। সবাই নিতে পারেন ধন্যবাদ সেলার এবং দারাজকে,2
১৪টাকা কমে পেয়েছি।লুফাহ টা অনেক সফট আর কিউট।স্মেল টা খুবই মিষ্টি।,2
"সুন্দর ভাবেই পাইছি ,তবে মুখে কস্টেপ দিয়া সিল গালা করে দিলে ভালো হত , পরে যাওয়ার রিক্স থাকতো না",2
অনেক ভালো প্রোডাক্ট সবাই নিতে পারেন,2
খুব ভালো লেগেছে। সাথে লোফা ফ্রি পেয়েছি। ধন্যবাদ,2
খুব ভালোভাবে প্যাকেজিং করে দিয়েছে সেলার যেমনটা চেয়েছি তেমনি পেয়েছি। এখন ব্যবহার করে দেখার পালা...,2
"এক্সপায়ার ডেট অনেকদিনের, যেটা চেয়েছি সেইটাই পেয়েছি।কিন্তু প্যাকেজিং খুব খারাপ একটু ভেংগে গেছে।আশা করি প্যাকেজিং এর ব্যাপারে যত্নবান হবেন।",1
আমি মোট ৬ টি অর্ডার করেছিলাম গতকাল আর আজকে বুঝে পেয়েছি। আমি কোন সমস্যা পায়নি ।,2
"স্মেল টা অনেক সুন্দর, ব্যবহারের পর অনেক ফ্রেশ লাগে   অসংখ্য ধন্যবাদ দারাজ সেলার কে  ",2
স্ট্যান্ড টেমন ভালো না,0
বাজে পণ্য,0
ফালতু জিনিস।টাকা পানিতে ফালানো আর কি,0
এন্ডয়েট ফোন নিতে পারে না অনেক নরম,0
পোডাক্ট তেমন ভাল না।অনেক শক্ত।ব্যবহার করে মজা নাই,0
"এক কথায় ফালতু ছিলো,  একদম বাজে কোয়ালিটি",0
ফাটা একটা প্রোডাক্ট দিচ্ছে দারাজ বারবার আমাকে এরকম রিজেক্ট প্রোডাক্ট দিচ্ছে,0
একদম বাজে পণ্যে একটা মোবাইল হোল্ড কোরে রাখতে পারে না,0
বাড়ি মোবাইল বহন করতে পারে না।,0
খুব বাজেএবং ফাল্টু,0
কোয়ালিটি খারাপ,0
এটি খারাপ দয়া করে এটি কিনবেন না,0
ভাংগা প্রডাক্ট দেওয়া হয়েছে...,0
এটি ভেঙে গেছে আমি এটি পরিবর্তন করতে চাই,0
পাল্টু,0
ভাল না,0
"অরিজিনাল প্রডাক্ট,যে কেউ নিতে পারেন  ",2
প্যাকিং খুব ভালো।সাথে লোফাহ ও ফ্রি পেয়েছি।ধন্যবাদ।,2
"এটার সাথে ফ্রী আইটেম ছিলো সেটা দেওয়া হয়নি, খুবই দুঃখ জনক।",1
